"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @MA__ACT: It was great to follow the tweets from #GlamSlam2018 yesterday. Check out the hashtag for some nice reading material like this…",FALSE,0,NA,2018-03-02 09:30:41,FALSE,NA,"969505262095581185",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","janecowell8",2,TRUE,FALSE,NA,NA
"2","RT @MA__ACT: One more find from the #GlamSlam2018 feed, smaller #GLAMR institutions might find this #digital practices guideline useful fro…",FALSE,0,NA,2018-03-02 09:07:29,FALSE,NA,"969499422491996161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ALIARareSpecial",1,TRUE,FALSE,NA,NA
"3","One more find from the #GlamSlam2018 feed, smaller #GLAMR institutions might find this #digital practices guideline… https://t.co/j383yN3mGk",FALSE,2,NA,2018-03-02 09:00:01,TRUE,NA,"969497544626712576",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MA__ACT",1,FALSE,FALSE,NA,NA
"4","It was great to see the ""Impact of our National Cultural Institutions"" report in the #GlamSlam2018 feed yesterday… https://t.co/WDveNaqBMT",FALSE,0,NA,2018-03-02 08:56:00,TRUE,NA,"969496532331372546",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MA__ACT",0,FALSE,FALSE,NA,NA
"5","Love reading about the ways #socialmedia has (and is) changing the way people interact with #GLAMR institutions! Th… https://t.co/ohoAcTGgh4",FALSE,0,NA,2018-03-02 08:52:00,TRUE,NA,"969495525966753792",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MA__ACT",0,FALSE,FALSE,NA,NA
"6","Found out about Spotlight at @Stanford libraries from #GlamSlam2018 too https://t.co/gSAhlaGRzP",FALSE,0,NA,2018-03-02 08:48:00,FALSE,NA,"969494519182868480",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MA__ACT",0,FALSE,FALSE,NA,NA
"7","RT @MA__ACT: It was great to follow the tweets from #GlamSlam2018 yesterday. Check out the hashtag for some nice reading material like this…",FALSE,0,NA,2018-03-02 08:43:08,FALSE,NA,"969493295461146624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ALIANewGrads",2,TRUE,FALSE,NA,NA
"8","It was great to follow the tweets from #GlamSlam2018 yesterday. Check out the hashtag for some nice reading materia… https://t.co/kjsIKzSk2P",FALSE,3,NA,2018-03-02 08:42:35,TRUE,NA,"969493156902223872",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MA__ACT",2,FALSE,FALSE,NA,NA
"9","RT @cap_and_gown: Silos or relationships? #glamslam2018 https://t.co/KHx1ONuz54",FALSE,0,NA,2018-03-02 08:32:44,FALSE,NA,"969490676877426688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaMonicaGalassi",0,TRUE,FALSE,NA,NA
"10","RT @cap_and_gown: GLAMSLAMMERS I have uploaded photos from #GLAMSLAM2018 to the Australian Centre for Public History's facebook page. Like…",FALSE,0,NA,2018-03-02 07:33:47,FALSE,NA,"969475844589498369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BonnieWildie",2,TRUE,FALSE,NA,NA
"11","@cap_and_gown No problem at all Tamson - good to see you, and thanks for all of your work pulling #GlamSlam2018 tog… https://t.co/fmbNWaGFeI",FALSE,0,"cap_and_gown",2018-03-02 07:21:56,TRUE,"969469411617722368","969472861902532608","330879643","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",0,FALSE,FALSE,NA,NA
"12","GLAMSLAMMERS we’ve emailed you with a feedback survey. Pls fill it out while thoughts are fresh #glamslam2018",FALSE,2,NA,2018-03-02 07:20:27,FALSE,NA,"969472488148103169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",0,FALSE,FALSE,NA,NA
"13","RT @cap_and_gown: GLAMSLAMMERS I have uploaded photos from #GLAMSLAM2018 to the Australian Centre for Public History's facebook page. Like…",FALSE,0,NA,2018-03-02 07:08:49,FALSE,NA,"969469558879735808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",2,TRUE,FALSE,NA,NA
"14","RT @ellenforsyth: #glamslam2018 example of #iiif collaboration https://t.co/1XunCbue5R and 'democratises access' so items from small collec…",FALSE,0,NA,2018-03-02 06:59:54,FALSE,NA,"969467316143607808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DFaehle",4,TRUE,FALSE,NA,NA
"15","Signing off from GLAMSLAM central. For the moment! #Glamslam2018",FALSE,2,NA,2018-03-02 06:49:01,FALSE,NA,"969464576109498368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AgrippinaMaior",0,FALSE,FALSE,NA,NA
"16","RT @TroveAustralia: The Trove team are watching #glamslam2018 from afar today...  If you see anything interesting that uses Trove, let us k…",FALSE,0,NA,2018-03-02 06:23:02,FALSE,NA,"969458039504932864",NA,"<a href=""http://measuredvoice.com"" rel=""nofollow"">Great Oz Gov Tweets</a>","GreatOzGovTweet",7,TRUE,FALSE,NA,NA
"17","RT @BonnieWildie: Interestingly, the attendees at the #glamslam2018 Hacking GLAM session were researchers and educators - no institutional…",FALSE,0,NA,2018-03-02 06:15:34,FALSE,NA,"969456156618862592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TurbittNDuck",5,TRUE,FALSE,NA,NA
"18","RT @statelibrarynsw: Smaller GLAM organisations may find these Digital Practice   guidelines for Public Libraries useful!  #GlamSlam2018  h…",FALSE,0,NA,2018-03-02 05:37:54,FALSE,NA,"969446678959968256",NA,"<a href=""http://measuredvoice.com"" rel=""nofollow"">Great Oz Gov Tweets</a>","GreatOzGovTweet",23,TRUE,FALSE,NA,NA
"19","GLAMSLAMMERS I have uploaded photos from #GLAMSLAM2018 to the Australian Centre for Public History's facebook page.… https://t.co/i2bquPDpsV",FALSE,6,NA,2018-03-02 04:49:23,TRUE,NA,"969434469923876865",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cap_and_gown",2,FALSE,FALSE,NA,NA
"20","RT @BonnieWildie: Interestingly, the attendees at the #glamslam2018 Hacking GLAM session were researchers and educators - no institutional…",FALSE,0,NA,2018-03-02 04:42:00,FALSE,NA,"969432609892675584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WrightPaige",5,TRUE,FALSE,NA,NA
"21","RT @cap_and_gown: Everyone who isn’t a library is an archive (according to our copyright overlords) Jessica Coates #glamslam2018",FALSE,0,NA,2018-03-02 04:38:14,FALSE,NA,"969431662579740672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","morethangrass",3,TRUE,FALSE,NA,NA
"22","RT @statelibrarynsw: We’re heading off to #glamslam2018 - ready to share our ideas and projects with the GLAM community. Anticipating a gre…",FALSE,0,NA,2018-03-02 03:37:53,FALSE,NA,"969416477517414401",NA,"<a href=""http://measuredvoice.com"" rel=""nofollow"">Great Oz Gov Tweets</a>","GreatOzGovTweet",10,TRUE,FALSE,NA,NA
"23","HAMILTON
The Ultimate Photo Shoot!
Beach. Lake. Poolside. Wherever. Whenever! https://t.co/vNp4Sr9ms1
#beach… https://t.co/w1N70mf46b",FALSE,4,NA,2018-03-02 02:26:47,TRUE,NA,"969398585287684096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lawrencehk14",6,FALSE,FALSE,NA,NA
"24","RT @jinglefrisbee: Thank you Marcus Hughes for reading this piece by  Jacob Boehme in full in this room #glamslam2018 https://t.co/xfn8ZSXj…",FALSE,0,NA,2018-03-02 01:23:00,FALSE,NA,"969382529844199424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beet_keeper",7,TRUE,FALSE,NA,NA
"25","Ann's giving us an overview of the GLAMx Lab which engages students through a Work Integrated Learning program UoNA… https://t.co/c5FP0rpasy",FALSE,0,NA,2018-03-02 01:13:31,TRUE,NA,"969380145709580289",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","LivingHistUON",0,FALSE,FALSE,NA,NA
"26","This is great mapping work, but I would like to virtually fly through the heavens like a virtual sky diver, accessi… https://t.co/xVIdsSUL0C",FALSE,1,NA,2018-03-02 01:13:31,TRUE,NA,"969380143180460033",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","LivingHistUON",0,FALSE,FALSE,NA,NA
"27","RT @Dr_Costume1: @cap_and_gown I still keep #thinking about your quote after #glamslam2018 yesterday, ""#Imagine how #good it would be if th…",FALSE,0,NA,2018-03-02 00:42:52,FALSE,NA,"969372430727766016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",1,TRUE,FALSE,NA,NA
"28","RT @ellenforsyth: #glamslam2018 example of #iiif collaboration https://t.co/1XunCbue5R and 'democratises access' so items from small collec…",FALSE,0,NA,2018-03-02 00:41:34,FALSE,NA,"969372104289333248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iiif_io",4,TRUE,FALSE,NA,NA
"29","RT @Dr_Costume1: The #IIIF is fantastic and I love it for my #resesarch @laBnF in particular #glamslam2018",FALSE,0,NA,2018-03-02 00:41:18,FALSE,NA,"969372039558688770",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iiif_io",1,TRUE,FALSE,NA,NA
"30","@cap_and_gown I still keep #thinking about your quote after #glamslam2018 yesterday, ""#Imagine how #good it would b… https://t.co/UKfsbu7FO9",FALSE,3,"cap_and_gown",2018-03-02 00:16:59,TRUE,NA,"969365919880237056","330879643","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Dr_Costume1",1,FALSE,FALSE,NA,NA
"31","RT @cfwriter: Okay, so it’s not really a mirror ball but this is a fine substitute for all the #GLAMSLAM2018 folk wrapping up after a great…",FALSE,0,NA,2018-03-01 23:32:08,FALSE,NA,"969354633167585280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",1,TRUE,FALSE,NA,NA
"32","RT @statelibrarynsw: Smaller GLAM organisations may find these Digital Practice   guidelines for Public Libraries useful!  #GlamSlam2018  h…",FALSE,0,NA,2018-03-01 22:59:18,FALSE,NA,"969346366718619648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","parradiscovery",23,TRUE,FALSE,NA,NA
"33","@mikejonesmelb Yes, and invent a microphone we can throw. @ausarchivists @morethangrass in time for ASA Perth Blade… https://t.co/hmL9q55UxI",FALSE,1,"mikejonesmelb",2018-03-01 22:33:01,TRUE,"969335310772400128","969339753748250624","386814685","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GionniDG",2,FALSE,FALSE,NA,NA
"34","RT @AgrippinaMaior: Thanks to everyone who participated in #glamslam2018 ... It was an amazing day and you were all fabulous (I note there…",FALSE,0,NA,2018-03-01 22:20:31,FALSE,NA,"969336609903599618",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kyliebudge",2,TRUE,FALSE,NA,NA
"35","RT @AgrippinaMaior: Thanks to everyone who participated in #glamslam2018 ... It was an amazing day and you were all fabulous (I note there…",FALSE,0,NA,2018-03-01 22:17:08,FALSE,NA,"969335755960082432",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",2,TRUE,FALSE,NA,NA
"36","Single-stream conferences for the win! &gt; RT @GionniDG: So loved everyone being in the one session rather than spilt… https://t.co/FqTcS0TfXY",FALSE,1,NA,2018-03-01 22:15:22,TRUE,NA,"969335310772400128",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","mikejonesmelb",2,FALSE,FALSE,NA,NA
"37","We got glitter! We got gifs!#glamslam2018 https://t.co/W9EVH6J6Ov",FALSE,5,NA,2018-03-01 21:14:07,FALSE,NA,"969319897107906560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jessmcdnor",0,FALSE,FALSE,NA,NA
"38","1645 #glamslam2018 tweets recorded.",FALSE,2,NA,2018-03-01 21:12:08,FALSE,NA,"969319398719635456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","s_palm",0,FALSE,FALSE,NA,NA
"39","RT @statelibrarynsw: Smaller GLAM organisations may find these Digital Practice   guidelines for Public Libraries useful!  #GlamSlam2018  h…",FALSE,0,NA,2018-03-01 21:07:55,FALSE,NA,"969318336143048704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ian_history",23,TRUE,FALSE,NA,NA
"40","This is great mapping work, but I would like to virtually fly through the heavens like a virtual sky diver, accessi… https://t.co/JwSZn6zrJ2",FALSE,3,NA,2018-03-01 20:56:18,TRUE,NA,"969315413245898752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GionniDG",1,FALSE,FALSE,NA,NA
"41","Check it out!  https://t.co/y09G0v8skH
#SNOWMAGGEDDON #makeamoviewelsh #TheChase #TheGlobalAwards #IPACE… https://t.co/13HxdHXqro",FALSE,2,NA,2018-03-01 19:42:14,TRUE,NA,"969296773868146688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abdulllahanwar",1,FALSE,FALSE,NA,NA
"42","Check it out! https://t.co/9wYXhOXYtw
#SNOWMAGGEDDON #makeamoviewelsh #TheChase #TheGlobalAwards #IPACE… https://t.co/hN41iCRRY1",FALSE,2,NA,2018-03-01 19:41:57,TRUE,NA,"969296702611054593",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abdulllahanwar",0,FALSE,FALSE,NA,NA
"43","Check it out! https://t.co/r1LOg0IgN9
#SNOWMAGGEDDON #makeamoviewelsh #TheChase #TheGlobalAwards #IPACE… https://t.co/RYuqz0e8Er",FALSE,1,NA,2018-03-01 19:40:50,TRUE,NA,"969296424188940288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abdulllahanwar",0,FALSE,FALSE,NA,NA
"44","Check it out! https://t.co/5ZxtcUbhcf
#SNOWMAGGEDDON #makeamoviewelsh #TheChase #TheGlobalAwards #IPACE… https://t.co/Y9RWpz3YuE",FALSE,4,NA,2018-03-01 19:40:36,TRUE,NA,"969296365699334148",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abdulllahanwar",0,FALSE,FALSE,NA,NA
"45","Check it out! https://t.co/yMQRgVlNTm
#SNOWMAGGEDDON #makeamoviewelsh #TheChase #TheGlobalAwards #IPACE… https://t.co/CCV11kL98D",FALSE,1,NA,2018-03-01 19:40:07,TRUE,NA,"969296244010029057",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abdulllahanwar",0,FALSE,FALSE,NA,NA
"46","Check it out! https://t.co/gKlZLcACzS
#SNOWMAGGEDDON #makeamoviewelsh #TheChase #TheGlobalAwards #IPACE… https://t.co/rtMX3ZaJYc",FALSE,3,NA,2018-03-01 19:38:54,TRUE,NA,"969295934587916288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abdulllahanwar",0,FALSE,FALSE,NA,NA
"47","RT @ellenforsyth: Great work by @cap_and_gown and all the other organisers of #glamslam2018",FALSE,0,NA,2018-03-01 18:36:23,FALSE,NA,"969280205247332352",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","cfwriter",3,TRUE,FALSE,NA,NA
"48","RT @GionniDG: Manuscript leaves scattered across the US can be reconstructed and brought together again via digital viewers. #glamslam2018…",FALSE,0,NA,2018-03-01 18:25:15,FALSE,NA,"969277399568236544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kiwiandkumara",3,TRUE,FALSE,NA,NA
"49","RT @alana_piper: #glamslam2018 gives shout out to the podcast #glamcity https://t.co/re3AeSEoBu",FALSE,0,NA,2018-03-01 15:42:37,FALSE,NA,"969236474397954049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dollich92",5,TRUE,FALSE,NA,NA
"50","Big fab downunder hashtag of the day <ed><U+00A0><U+00BC><ed><U+00BD><U+00AD> #glamslam2018 
#galleries
#libraries 
#archives
#museums",FALSE,0,NA,2018-03-01 13:19:26,FALSE,NA,"969200441031458817",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","pdjewell",0,FALSE,FALSE,NA,NA
"51","#Bronda #HowWeLeague #PrimarySTEMChat #HappyBirthdayJustinBieber Sydney NOW &amp; TOMORROW #glamslam2018   https://t.co/TIPolftdAx",FALSE,1,NA,2018-03-01 13:10:10,FALSE,NA,"969198107639640064",NA,"<a href=""https://www.plumaa.com"" rel=""nofollow"">Plumaa</a>","HassanR39545439",0,FALSE,FALSE,NA,NA
"52","RT @cfwriter: A wonderful and information-rich booth, at #GLAMSLAM2018, set up by @SydneyClio for @cityofsydney: https://t.co/ex5mEKIozr",FALSE,0,NA,2018-03-01 12:39:20,FALSE,NA,"969190346868457472",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ALIASyd",4,TRUE,FALSE,NA,NA
"53","RT @mikejonesmelb: Closing #glamslam2018 remarks from @bestqualitycrab talking about different types of interoperability https://t.co/4LfEC…",FALSE,0,NA,2018-03-01 12:38:34,FALSE,NA,"969190155037782016",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ALIASyd",4,TRUE,FALSE,NA,NA
"54","Unable to attend the Glam Slam 2018 event today? There is a bounty of information and links available by reading th… https://t.co/BTjlUlsB1O",FALSE,5,NA,2018-03-01 12:34:56,TRUE,NA,"969189242302689281",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ALIASyd",1,FALSE,FALSE,NA,NA
"55","RT @BonnieWildie: Interestingly, the attendees at the #glamslam2018 Hacking GLAM session were researchers and educators - no institutional…",FALSE,0,NA,2018-03-01 12:02:17,FALSE,NA,"969181026332397573",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","anjacks0n",5,TRUE,FALSE,NA,NA
"56","RT @cfwriter: A call from @GionniDG to: “Treat GLAM like punk rock, make noise, kick the door in and see what happens.”
#GLAMSLAM2018",FALSE,0,NA,2018-03-01 11:48:07,FALSE,NA,"969177461685547008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AgrippinaMaior",6,TRUE,FALSE,NA,NA
"57","Thanks to everyone who participated in #glamslam2018 ... It was an amazing day and you were all fabulous (I note th… https://t.co/J8slmGksjD",FALSE,6,NA,2018-03-01 11:39:15,TRUE,NA,"969175227945992192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AgrippinaMaior",2,FALSE,FALSE,NA,NA
"58","RT @alana_piper: #glamslam2018 gives shout out to the podcast #glamcity https://t.co/re3AeSEoBu",FALSE,0,NA,2018-03-01 11:36:21,FALSE,NA,"969174499538202624",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Dralia_p",5,TRUE,FALSE,NA,NA
"59","RT @alana_piper: #glamslam2018 gives shout out to the podcast #glamcity https://t.co/re3AeSEoBu",FALSE,0,NA,2018-03-01 10:47:14,FALSE,NA,"969162139142275079",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",5,TRUE,FALSE,NA,NA
"60","RT @ellenforsyth: Impact of our National Cultural Institutions

https://t.co/Ev7uKcl9S9 crucial reading #glamslam2018",FALSE,0,NA,2018-03-01 10:45:27,FALSE,NA,"969161689533906944",NA,"<a href=""http://nuzzel.com/"" rel=""nofollow"">Nuzzel</a>","jessmcdnor",2,TRUE,FALSE,NA,NA
"61","RT @mikejonesmelb: Talking about the need for data that is ethical and revisable; and collections as data @bestqualitycrab #glamslam2018 ht…",FALSE,0,NA,2018-03-01 10:39:42,FALSE,NA,"969160243186823168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",4,TRUE,FALSE,NA,NA
"62","RT @sallyturbitt: Excellent day, great format and outstanding people and presenters. All the adjectives! #glamslam2018 thanks <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B2><U+00AF> https://t…",FALSE,0,NA,2018-03-01 10:39:39,FALSE,NA,"969160231224713216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",2,TRUE,FALSE,NA,NA
"63","RT @alana_piper: Twitter analysis of #glamslam2018 is forthcoming from @WrightPaige!",FALSE,0,NA,2018-03-01 10:39:10,FALSE,NA,"969160106129551360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",1,TRUE,FALSE,NA,NA
"64","RT @statelibrarynsw: Smaller GLAM organisations may find these Digital Practice   guidelines for Public Libraries useful!  #GlamSlam2018  h…",FALSE,0,NA,2018-03-01 10:38:13,FALSE,NA,"969159867188494336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","myleejoseph",23,TRUE,FALSE,NA,NA
"65","RT @WrightPaige: Had such a fantastic time at #glamslam2018 Great learning opportunity. And we formed an impromtu #GLAMSLAMHACK club! Could…",FALSE,0,NA,2018-03-01 10:36:51,FALSE,NA,"969159523767173121",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",1,TRUE,FALSE,NA,NA
"66","RT @jesiathe: Thank you to all who organised, supported, volunteered with &amp; attended #glamslam2018. It was so great &amp; reinvigorating <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>",FALSE,0,NA,2018-03-01 10:35:47,FALSE,NA,"969159258246754305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",2,TRUE,FALSE,NA,NA
"67","RT @mikejonesmelb: Have run from #glamslam2018 to Event Cinema for the closing film of the Mardi Gras film festival. Then to the after-part…",FALSE,0,NA,2018-03-01 10:35:25,FALSE,NA,"969159164864839681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",1,TRUE,FALSE,NA,NA
"68","RT @cap_and_gown: Hands up who think the arts provides a richer and more meaningful life? #glamslam2018 https://t.co/dwTj0vxKVw",FALSE,0,NA,2018-03-01 10:34:10,FALSE,NA,"969158851533553664",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MaryAnneKennan",20,TRUE,FALSE,NA,NA
"69","RT @BonnieWildie: Interestingly, the attendees at the #glamslam2018 Hacking GLAM session were researchers and educators - no institutional…",FALSE,0,NA,2018-03-01 10:33:00,FALSE,NA,"969158555897966592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cap_and_gown",5,TRUE,FALSE,NA,NA
"70","RT @cfwriter: A call from @GionniDG to: “Treat GLAM like punk rock, make noise, kick the door in and see what happens.”
#GLAMSLAM2018",FALSE,0,NA,2018-03-01 10:00:46,FALSE,NA,"969150445640806402",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LindseyKiera",6,TRUE,FALSE,NA,NA
"71","Great day at #GLAMSLAM2018. Humbled to speak to such fantastic colleagues! https://t.co/8uOjmqX7u5",FALSE,5,NA,2018-03-01 09:56:14,FALSE,NA,"969149302965649408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bre_Fallon",0,FALSE,FALSE,NA,NA
"72","RT @statelibrarynsw: Smaller GLAM organisations may find these Digital Practice   guidelines for Public Libraries useful!  #GlamSlam2018  h…",FALSE,0,NA,2018-03-01 09:41:52,FALSE,NA,"969145688419221504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","annelennox",23,TRUE,FALSE,NA,NA
"73","People from the humanities are attending our events. They are asking us how they can collaborate. #glamslam2018",FALSE,5,"BonnieWildie",2018-03-01 09:26:39,FALSE,"969140783457517568","969141857388122112","1217228742","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BonnieWildie",0,FALSE,FALSE,NA,NA
"74","From feedback from both, researchers and educators want help  with creative reuse of cultural heritage. They want i… https://t.co/EF5aDmyTM1",FALSE,9,"BonnieWildie",2018-03-01 09:22:23,TRUE,"969140336860655621","969140783457517568","1217228742","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BonnieWildie",4,FALSE,FALSE,NA,NA
"75","RT @BonnieWildie: And it was the same at the #openglam #lca2018 sessions - we were talking to people outside of institutions #GLAMSLAM2018",FALSE,0,NA,2018-03-01 09:22:14,FALSE,NA,"969140748904931329",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","wragge",1,TRUE,FALSE,NA,NA
"76","RT @BonnieWildie: Interestingly, the attendees at the #glamslam2018 Hacking GLAM session were researchers and educators - no institutional…",FALSE,0,NA,2018-03-01 09:22:09,FALSE,NA,"969140727509786627",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","wragge",5,TRUE,FALSE,NA,NA
"77","And it was the same at the #openglam #lca2018 sessions - we were talking to people outside of institutions #GLAMSLAM2018",FALSE,2,"BonnieWildie",2018-03-01 09:20:36,FALSE,"969140087698182145","969140336860655621","1217228742","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BonnieWildie",1,FALSE,FALSE,NA,NA
"78","Interestingly, the attendees at the #glamslam2018 Hacking GLAM session were researchers and educators - no institut… https://t.co/lld9T8NAKQ",FALSE,8,NA,2018-03-01 09:19:37,TRUE,NA,"969140087698182145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BonnieWildie",5,FALSE,FALSE,NA,NA
"79","RT @alana_piper: For those at #glamslam2018: here's another #digitalhumanities #digitalhistory project you should check out https://t.co/3B…",FALSE,0,NA,2018-03-01 09:10:19,FALSE,NA,"969137746601132032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BonnieWildie",1,TRUE,FALSE,NA,NA
"80","RT @cap_and_gown: Hands up who think the arts provides a richer and more meaningful life? #glamslam2018 https://t.co/dwTj0vxKVw",FALSE,0,NA,2018-03-01 09:03:05,FALSE,NA,"969135925673381888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GionniDG",20,TRUE,FALSE,NA,NA
